94 91  91 2  2 17  17 93  93 67  67 49  49 99  99 43  43 7  7 56  56 82  82 7  7 99  99 27  27 98  98 22  22 22  22 30  30 36  36 18  18 95  95 28  28 54  54 75  75 78  78 29  29 1  1 46  46 50  50 97  97 30  30 41  41 8  8 44  44 48  48 50  50 49  49 99  99 98  98 77  77 37  37 96  96 32  32 92  92 16  16 26  26 35  35 84  84 77  77 83
16 74  74 78  78 98  98 99  99 86  86 62  62 63  63 64  64 51  51 99  99 73  73 14  14 12  12 29  29 83  83 56  56 80  80 15  15 3  3 12  12 40  40 18  18 26  26 29  29 78  78 28  28 77  77 18  18 67  67 85  85 95  95 1  1 7  7 50  50 4  4 95  95 77  77 81  81 88  88 10  10 93  93 53  53 58  58 60  60 88  88 5  5 66  66 34  34 82  82 62
36 51  51 90  90 32  32 64  64 42  42 21  21 20  20 98  98 59  59 9  9 54  54 17  17 8  8 33  33 12  12 24  24 2  2 45  45 39  39 66  66 78  78 16  16 65  65 89  89 19  19 48  48 4  4 9  9 11  11 86  86 83  83 96  96 1  1 19  19 96  96 78  78 95  95 62  62 45  45 51  51 61  61 52  52 20  20 41  41 56  56 39  39 16  16 17  17 55  55 99

36 51  51 90  90 32  32 64  64 42  42 21  21 20  20 98  98 59  59 9  9 54  54 17  17 8  8 33  33 12  12 24  24 2  2 45  45 39  39 66  66 78  78 16  16 65  65 89  89 19  19 48  48 4  4 9  9 11  11 86  86 83  83 96  96 1  1 19  19 96  96 78  78 95  95 62  62 45  45 51  51 61  61 52  52 20  20 41  41 56  56 39  39 16  16 17  17 55  55 99
81 67  67 91  91 80  80 73  73 35  35 17  17 38  38 90  90 53  53 89  89 15  15 77  77 16  16 6  6 11  11 13  13 15  15 1  1 6  6 23  23 98  98 58  58 61  61 2  2 87  87 51  51 35  35 9  9 74  74 52  52 9  9 61  61 36  36 84  84 7  7 46  46 83  83 33  33 77  77 82  82 69  69 40  40 79  79 65  65 64  64 70  70 15  15 80  80 8  8 47

81 67  67 91  91 80  80 73  73 35  35 17  17 38  38 90  90 53  53 89  89 15  15 77  77 16  16 6  6 11  11 13  13 15  15 1  1 6  6 23  23 98  98 58  58 61  61 2  2 87  87 51  51 35  35 9  9 74  74 52  52 9  9 61  61 36  36 84  84 7  7 46  46 83  83 33  33 77  77 82  82 69  69 40  40 79  79 65  65 64  64 70  70 15  15 80  80 8  8 47
30 10  10 95  95 27  27 27  27 54  54 59  59 34  34 44  44 46  46 9  9 62  62 57  57 74  74 13  13 58  58 19  19 15  15 56  56 44  44 3  3 37  37 59  59 6  6 24  24 81  81 81  81 41  41 14  14 1  1 94  94 76  76 99  99 53  53 97  97 96  96 89  89 62  62 81  81 23  23 27  27 52  52 70  70 6  6 32  32 88  88 18  18 73  73 63  63 91  91 3

30 10  10 95  95 27  27 27  27 54  54 59  59 34  34 44  44 46  46 9  9 62  62 57  57 74  74 13  13 58  58 19  19 15  15 56  56 44  44 3  3 37  37 59  59 6  6 24  24 81  81 81  81 41  41 14  14 1  1 94  94 76  76 99  99 53  53 97  97 96  96 89  89 62  62 81  81 23  23 27  27 52  52 70  70 6  6 32  32 88  88 18  18 73  73 63  63 91  91 3
92 39  39 8  8 50  50 35  35 15  15 87  87 66  66 50  50 46  46 47  47 25  25 21  21 35  35 20  20 39  39 35  35 49  49 89  89 9  9 92  92 94  94 62  62 41  41 2  2 89  89 37  37 54  54 15  15 56  56 19  19 25  25 51  51 86  86 79  79 34  34 64  64 28  28 73  73 77  77 46  46 72  72 29  29 67  67 55  55 95  95 45  45 56  56 54  54 75  75 91

92 39  39 8  8 50  50 35  35 15  15 87  87 66  66 50  50 46  46 47  47 25  25 21  21 35  35 20  20 39  39 35  35 49  49 89  89 9  9 92  92 94  94 62  62 41  41 2  2 89  89 37  37 54  54 15  15 56  56 19  19 25  25 51  51 86  86 79  79 34  34 64  64 28  28 73  73 77  77 46  46 72  72 29  29 67  67 55  55 95  95 45  45 56  56 54  54 75  75 91
51 75  75 5  5 2  2 27  27 49  49 91  91 45  45 29  29 17  17 26  26 40  40 91  91 36  36 77  77 73  73 40  40 80  80 86  86 84  84 46  46 98  98 76  76 69  69 33  33 94  94 37  37 47  47 17  17 52  52 6  6 97  97 32  32 9  9 23  23 16  16 38  38 12  12 3  3 56  56 23  23 21  21 10  10 80  80 25  25 35  35 51  51 45  45 39  39 89  89 25

51 75  75 5  5 2  2 27  27 49  49 91  91 45  45 29  29 17  17 26  26 40  40 91  91 36  36 77  77 73  73 40  40 80  80 86  86 84  84 46  46 98  98 76  76 69  69 33  33 94  94 37  37 47  47 17  17 52  52 6  6 97  97 32  32 9  9 23  23 16  16 38  38 12  12 3  3 56  56 23  23 21  21 10  10 80  80 25  25 35  35 51  51 45  45 39  39 89  89 25
27 60  60 72  72 42  42 8  8 68  68 32  32 23  23 66  66 59  59 9  9 93  93 93  93 51  51 83  83 62  62 46  46 95  95 42  42 15  15 6  6 26  26 92  92 2  2 74  74 99  99 87  87 69  69 1  1 63  63 86  86 53  53 10  10 93  93 74  74 3  3 94  94 46  46 35  35 28  28 37  37 8  8 48  48 92  92 35  35 88  88 56  56 70  70 63  63 39  39 3

27 60  60 72  72 42  42 8  8 68  68 32  32 23  23 66  66 59  59 9  9 93  93 93  93 51  51 83  83 62  62 46  46 95  95 42  42 15  15 6  6 26  26 92  92 2  2 74  74 99  99 87  87 69  69 1  1 63  63 86  86 53  53 10  10 93  93 74  74 3  3 94  94 46  46 35  35 28  28 37  37 8  8 48  48 92  92 35  35 88  88 56  56 70  70 63  63 39  39 3
72 35  35 44  44 93  93 42  42 62  62 78  78 2  2 81  81 89  89 29  29 93  93 34  34 16  16 46  46 69  69 18  18 44  44 40  40 10  10 17  17 31  31 13  13 83  83 44  44 20  20 53  53 50  50 44  44 87  87 86  86 44  44 11  11 72  72 84  84 44  44 84  84 80  80 75  75 8  8 39  39 92  92 92  92 30  30 16  16 32  32 91  91 43  43 9  9 13  13 43

72 35  35 44  44 93  93 42  42 62  62 78  78 2  2 81  81 89  89 29  29 93  93 34  34 16  16 46  46 69  69 18  18 44  44 40  40 10  10 17  17 31  31 13  13 83  83 44  44 20  20 53  53 50  50 44  44 87  87 86  86 44  44 11  11 72  72 84  84 44  44 84  84 80  80 75  75 8  8 39  39 92  92 92  92 30  30 16  16 32  32 91  91 43  43 9  9 13  13 43
8 31  31 1  1 43  43 68  68 41  41 13  13 3  3 19  19 28  28 95  95 52  52 30  30 88  88 2  2 9  9 4  4 63  63 48  48 15  15 16  16 81  81 78  78 25  25 17  17 95  95 98  98 76  76 79  79 95  95 60  60 80  80 79  79 82  82 33  33 35  35 65  65 21  21 28  28 66  66 79  79 75  75 98  98 68  68 85  85 63  63 70  70 76  76 29  29 27  27 59

8 31  31 1  1 43  43 68  68 41  41 13  13 3  3 19  19 28  28 95  95 52  52 30  30 88  88 2  2 9  9 4  4 63  63 48  48 15  15 16  16 81  81 78  78 25  25 17  17 95  95 98  98 76  76 79  79 95  95 60  60 80  80 79  79 82  82 33  33 35  35 65  65 21  21 28  28 66  66 79  79 75  75 98  98 68  68 85  85 63  63 70  70 76  76 29  29 27  27 59
4 79  79 49  49 8  8 14  14 9  9 73  73 81  81 80  80 78  78 96  96 11  11 23  23 89  89 12  12 96  96 12  12 61  61 98  98 26  26 40  40 80  80 33  33 70  70 74  74 95  95 63  63 9  9 16  16 96  96 74  74 28  28 97  97 77  77 74  74 48  48 63  63 87  87 98  98 79  79 5  5 55  55 82  82 56  56 11  11 61  61 27  27 92  92 63  63 83  83 49

4 79  79 49  49 8  8 14  14 9  9 73  73 81  81 80  80 78  78 96  96 11  11 23  23 89  89 12  12 96  96 12  12 61  61 98  98 26  26 40  40 80  80 33  33 70  70 74  74 95  95 63  63 9  9 16  16 96  96 74  74 28  28 97  97 77  77 74  74 48  48 63  63 87  87 98  98 79  79 5  5 55  55 82  82 56  56 11  11 61  61 27  27 92  92 63  63 83  83 49
71 46  46 9  9 15  15 89  89 89  89 61  61 16  16 29  29 4  4 18  18 32  32 12  12 10  10 16  16 99  99 63  63 20  20 42  42 89  89 36  36 23  23 1  1 90  90 55  55 18  18 75  75 9  9 87  87 56  56 84  84 62  62 33  33 70  70 73  73 14  14 45  45 63  63 68  68 3  3 81  81 7  7 40  40 6  6 67  67 74  74 14  14 82  82 51  51 70  70 20

71 46  46 9  9 15  15 89  89 89  89 61  61 16  16 29  29 4  4 18  18 32  32 12  12 10  10 16  16 99  99 63  63 20  20 42  42 89  89 36  36 23  23 1  1 90  90 55  55 18  18 75  75 9  9 87  87 56  56 84  84 62  62 33  33 70  70 73  73 14  14 45  45 63  63 68  68 3  3 81  81 7  7 40  40 6  6 67  67 74  74 14  14 82  82 51  51 70  70 20
72 39  39 65  65 42  42 25  25 43  43 84  84 45  45 26  26 10  10 82  82 28  28 22  22 78  78 46  46 9  9 8  8 28  28 89  89 30  30 9  9 91  91 59  59 1  1 2  2 46  46 18  18 49  49 27  27 27  27 31  31 7  7 25  25 45  45 97  97 57  57 26  26 24  24 95  95 68  68 69  69 82  82 89  89 65  65 4  4 91  91 85  85 42  42 7  7 13  13 82

72 39  39 65  65 42  42 25  25 43  43 84  84 45  45 26  26 10  10 82  82 28  28 22  22 78  78 46  46 9  9 8  8 28  28 89  89 30  30 9  9 91  91 59  59 1  1 2  2 46  46 18  18 49  49 27  27 27  27 31  31 7  7 25  25 45  45 97  97 57  57 26  26 24  24 95  95 68  68 69  69 82  82 89  89 65  65 4  4 91  91 85  85 42  42 7  7 13  13 82
34 95  95 43  43 9  9 80  80 20  20 39  39 38  38 14  14 31  31 8  8 50  50 94  94 79  79 91  91 28  28 79  79 58  58 99  99 93  93 7  7 65  65 68  68 87  87 40  40 94  94 57  57 71  71 58  58 70  70 52  52 32  32 29  29 82  82 76  76 78  78 60  60 54  54 98  98 42  42 74  74 19  19 55  55 1  1 68  68 77  77 61  61 44  44 62  62 83  83 3

34 95  95 43  43 9  9 80  80 20  20 39  39 38  38 14  14 31  31 8  8 50  50 94  94 79  79 91  91 28  28 79  79 58  58 99  99 93  93 7  7 65  65 68  68 87  87 40  40 94  94 57  57 71  71 58  58 70  70 52  52 32  32 29  29 82  82 76  76 78  78 60  60 54  54 98  98 42  42 74  74 19  19 55  55 1  1 68  68 77  77 61  61 44  44 62  62 83  83 3
27 14  14 76  76 77  77 41  41 62  62 56  56 11  11 19  19 20  20 23  23 71  71 84  84 37  37 71  71 49  49 37  37 39  39 33  33 62  62 91  91 70  70 13  13 41  41 2  2 26  26 68  68 11  11 82  82 4  4 91  91 48  48 68  68 23  23 16  16 1  1 4  4 20  20 68  68 73  73 76  76 48  48 79  79 64  64 45  45 69  69 51  51 85  85 56  56 9  9 41

27 14  14 76  76 77  77 41  41 62  62 56  56 11  11 19  19 20  20 23  23 71  71 84  84 37  37 71  71 49  49 37  37 39  39 33  33 62  62 91  91 70  70 13  13 41  41 2  2 26  26 68  68 11  11 82  82 4  4 91  91 48  48 68  68 23  23 16  16 1  1 4  4 20  20 68  68 73  73 76  76 48  48 79  79 64  64 45  45 69  69 51  51 85  85 56  56 9  9 41
25 19  19 79  79 61  61 96  96 44  44 99  99 12  12 13  13 33  33 62  62 3  3 47  47 18  18 55  55 10  10 29  29 93  93 99  99 33  33 70  70 77  77 66  66 47  47 86  86 1  1 23  23 21  21 98  98 8  8 32  32 16  16 51  51 41  41 10  10 35  35 7  7 56  56 94  94 81  81 67  67 72  72 23  23 86  86 37  37 6  6 18  18 40  40 61  61 11  11 86

25 19  19 79  79 61  61 96  96 44  44 99  99 12  12 13  13 33  33 62  62 3  3 47  47 18  18 55  55 10  10 29  29 93  93 99  99 33  33 70  70 77  77 66  66 47  47 86  86 1  1 23  23 21  21 98  98 8  8 32  32 16  16 51  51 41  41 10  10 35  35 7  7 56  56 94  94 81  81 67  67 72  72 23  23 86  86 37  37 6  6 18  18 40  40 61  61 11  11 86
22 87  87 94  94 1  1 92  92 55  55 12  12 77  77 26  26 48  48 73  73 97  97 83  83 57  57 15  15 13  13 70  70 31  31 85  85 31  31 87  87 33  33 69  69 89  89 57  57 92  92 34  34 14  14 2  2 54  54 7  7 16  16 77  77 21  21 55  55 24  24 65  65 57  57 52  52 89  89 24  24 92  92 27  27 73  73 72  72 94  94 69  69 81  81 88  88 46  46 13

22 87  87 94  94 1  1 92  92 55  55 12  12 77  77 26  26 48  48 73  73 97  97 83  83 57  57 15  15 13  13 70  70 31  31 85  85 31  31 87  87 33  33 69  69 89  89 57  57 92  92 34  34 14  14 2  2 54  54 7  7 16  16 77  77 21  21 55  55 24  24 65  65 57  57 52  52 89  89 24  24 92  92 27  27 73  73 72  72 94  94 69  69 81  81 88  88 46  46 13
4 70  70 96  96 96  96 68  68 89  89 86  86 88  88 27  27 17  17 7  7 63  63 71  71 76  76 77  77 10  10 7  7 48  48 46  46 53  53 34  34 82  82 45  45 88  88 86  86 93  93 67  67 43  43 73  73 50  50 16  16 43  43 90  90 27  27 81  81 69  69 39  39 26  26 95  95 74  74 81  81 40  40 34  34 41  41 43  43 91  91 98  98 64  64 55  55 88  88 95
