99 21  21 84  84 12  12 86  86 58  58 89  89 97  97 35  35 85  85 54  54 12  12 15  15 8  8 35  35 61  61 91  91 74  74 4  4 39  39 87  87 55  55 91  91 44  44 60  60 6  6 96  96 51  51 51  51 37  37 30  30 24  24 90  90 27  27 65  65 94  94 20  20 17  17 4  4 87  87 20  20 48  48 26  26 38  38 7  7 11  11 79  79 81  81 81  81 44  44 68
65 85  85 80  80 88  88 90  90 40  40 85  85 50  50 61  61 4  4 39  39 67  67 39  39 77  77 10  10 71  71 62  62 85  85 99  99 19  19 10  10 80  80 78  78 6  6 33  33 21  21 27  27 88  88 40  40 60  60 46  46 31  31 78  78 43  43 3  3 80  80 66  66 73  73 63  63 58  58 2  2 20  20 18  18 81  81 37  37 2  2 59  59 90  90 48  48 60  60 25
23 83  83 48  48 68  68 12  12 44  44 44  44 63  63 82  82 62  62 14  14 97  97 49  49 48  48 59  59 46  46 65  65 50  50 91  91 37  37 84  84 94  94 55  55 25  25 86  86 63  63 26  26 20  20 44  44 59  59 67  67 30  30 52  52 4  4 10  10 13  13 82  82 52  52 29  29 74  74 18  18 21  21 89  89 53  53 2  2 87  87 84  84 81  81 74  74 90  90 49

23 83  83 48  48 68  68 12  12 44  44 44  44 63  63 82  82 62  62 14  14 97  97 49  49 48  48 59  59 46  46 65  65 50  50 91  91 37  37 84  84 94  94 55  55 25  25 86  86 63  63 26  26 20  20 44  44 59  59 67  67 30  30 52  52 4  4 10  10 13  13 82  82 52  52 29  29 74  74 18  18 21  21 89  89 53  53 2  2 87  87 84  84 81  81 74  74 90  90 49
53 1  1 40  40 70  70 30  30 61  61 25  25 38  38 60  60 41  41 90  90 21  21 71  71 40  40 19  19 79  79 75  75 87  87 17  17 69  69 72  72 15  15 95  95 58  58 97  97 31  31 32  32 32  32 26  26 62  62 9  9 13  13 53  53 88  88 7  7 43  43 16  16 51  51 14  14 25  25 23  23 32  32 17  17 1  1 56  56 27  27 2  2 70  70 13  13 43  43 4

53 1  1 40  40 70  70 30  30 61  61 25  25 38  38 60  60 41  41 90  90 21  21 71  71 40  40 19  19 79  79 75  75 87  87 17  17 69  69 72  72 15  15 95  95 58  58 97  97 31  31 32  32 32  32 26  26 62  62 9  9 13  13 53  53 88  88 7  7 43  43 16  16 51  51 14  14 25  25 23  23 32  32 17  17 1  1 56  56 27  27 2  2 70  70 13  13 43  43 4
58 33  33 67  67 58  58 65  65 3  3 6  6 80  80 76  76 21  21 11  11 54  54 65  65 16  16 89  89 30  30 13  13 21  21 89  89 61  61 64  64 19  19 27  27 93  93 48  48 20  20 69  69 22  22 95  95 81  81 86  86 96  96 34  34 16  16 8  8 14  14 31  31 91  91 84  84 25  25 13  13 61  61 9  9 89  89 40  40 68  68 85  85 10  10 59  59 42  42 77

58 33  33 67  67 58  58 65  65 3  3 6  6 80  80 76  76 21  21 11  11 54  54 65  65 16  16 89  89 30  30 13  13 21  21 89  89 61  61 64  64 19  19 27  27 93  93 48  48 20  20 69  69 22  22 95  95 81  81 86  86 96  96 34  34 16  16 8  8 14  14 31  31 91  91 84  84 25  25 13  13 61  61 9  9 89  89 40  40 68  68 85  85 10  10 59  59 42  42 77
28 16  16 65  65 34  34 19  19 88  88 79  79 69  69 96  96 39  39 45  45 3  3 3  3 64  64 56  56 55  55 33  33 65  65 22  22 93  93 98  98 81  81 30  30 9  9 8  8 50  50 16  16 14  14 9  9 30  30 55  55 16  16 77  77 12  12 70  70 15  15 96  96 21  21 72  72 82  82 85  85 17  17 56  56 47  47 95  95 37  37 28  28 39  39 32  32 26  26 18

28 16  16 65  65 34  34 19  19 88  88 79  79 69  69 96  96 39  39 45  45 3  3 3  3 64  64 56  56 55  55 33  33 65  65 22  22 93  93 98  98 81  81 30  30 9  9 8  8 50  50 16  16 14  14 9  9 30  30 55  55 16  16 77  77 12  12 70  70 15  15 96  96 21  21 72  72 82  82 85  85 17  17 56  56 47  47 95  95 37  37 28  28 39  39 32  32 26  26 18
8 26  26 7  7 57  57 60  60 29  29 94  94 19  19 96  96 31  31 9  9 16  16 13  13 74  74 63  63 97  97 92  92 21  21 48  48 25  25 94  94 53  53 56  56 54  54 33  33 31  31 80  80 30  30 6  6 56  56 23  23 32  32 42  42 56  56 18  18 57  57 39  39 78  78 18  18 8  8 80  80 20  20 4  4 83  83 1  1 99  99 74  74 79  79 76  76 11  11 43

8 26  26 7  7 57  57 60  60 29  29 94  94 19  19 96  96 31  31 9  9 16  16 13  13 74  74 63  63 97  97 92  92 21  21 48  48 25  25 94  94 53  53 56  56 54  54 33  33 31  31 80  80 30  30 6  6 56  56 23  23 32  32 42  42 56  56 18  18 57  57 39  39 78  78 18  18 8  8 80  80 20  20 4  4 83  83 1  1 99  99 74  74 79  79 76  76 11  11 43
14 22  22 68  68 86  86 58  58 54  54 32  32 66  66 25  25 7  7 67  67 35  35 41  41 21  21 2  2 22  22 4  4 62  62 94  94 19  19 77  77 97  97 86  86 58  58 2  2 75  75 18  18 34  34 9  9 16  16 23  23 81  81 76  76 91  91 57  57 96  96 57  57 9  9 69  69 49  49 43  43 27  27 82  82 3  3 25  25 70  70 12  12 1  1 45  45 74  74 64

14 22  22 68  68 86  86 58  58 54  54 32  32 66  66 25  25 7  7 67  67 35  35 41  41 21  21 2  2 22  22 4  4 62  62 94  94 19  19 77  77 97  97 86  86 58  58 2  2 75  75 18  18 34  34 9  9 16  16 23  23 81  81 76  76 91  91 57  57 96  96 57  57 9  9 69  69 49  49 43  43 27  27 82  82 3  3 25  25 70  70 12  12 1  1 45  45 74  74 64
5 71  71 64  64 27  27 37  37 14  14 51  51 69  69 77  77 25  25 20  20 62  62 82  82 74  74 55  55 5  5 99  99 93  93 29  29 53  53 29  29 65  65 32  32 87  87 77  77 43  43 58  58 14  14 92  92 2  2 35  35 72  72 4  4 17  17 51  51 50  50 50  50 75  75 24  24 42  42 59  59 92  92 11  11 91  91 17  17 50  50 32  32 12  12 57  57 17  17 77

5 71  71 64  64 27  27 37  37 14  14 51  51 69  69 77  77 25  25 20  20 62  62 82  82 74  74 55  55 5  5 99  99 93  93 29  29 53  53 29  29 65  65 32  32 87  87 77  77 43  43 58  58 14  14 92  92 2  2 35  35 72  72 4  4 17  17 51  51 50  50 50  50 75  75 24  24 42  42 59  59 92  92 11  11 91  91 17  17 50  50 32  32 12  12 57  57 17  17 77
84 57  57 5  5 90  90 24  24 34  34 94  94 10  10 84  84 46  46 23  23 23  23 30  30 5  5 18  18 15  15 65  65 33  33 27  27 28  28 13  13 15  15 92  92 64  64 45  45 54  54 17  17 47  47 38  38 24  24 40  40 65  65 4  4 93  93 54  54 28  28 55  55 81  81 41  41 25  25 46  46 41  41 77  77 42  42 10  10 58  58 39  39 76  76 64  64 27  27 95

84 57  57 5  5 90  90 24  24 34  34 94  94 10  10 84  84 46  46 23  23 23  23 30  30 5  5 18  18 15  15 65  65 33  33 27  27 28  28 13  13 15  15 92  92 64  64 45  45 54  54 17  17 47  47 38  38 24  24 40  40 65  65 4  4 93  93 54  54 28  28 55  55 81  81 41  41 25  25 46  46 41  41 77  77 42  42 10  10 58  58 39  39 76  76 64  64 27  27 95
68 31  31 98  98 4  4 86  86 73  73 42  42 5  5 56  56 75  75 25  25 46  46 23  23 42  42 44  44 69  69 90  90 27  27 14  14 77  77 55  55 53  53 99  99 22  22 14  14 26  26 45  45 13  13 6  6 54  54 24  24 52  52 59  59 80  80 14  14 48  48 23  23 36  36 22  22 34  34 13  13 6  6 10  10 70  70 70  70 89  89 89  89 14  14 69  69 50  50 87

68 31  31 98  98 4  4 86  86 73  73 42  42 5  5 56  56 75  75 25  25 46  46 23  23 42  42 44  44 69  69 90  90 27  27 14  14 77  77 55  55 53  53 99  99 22  22 14  14 26  26 45  45 13  13 6  6 54  54 24  24 52  52 59  59 80  80 14  14 48  48 23  23 36  36 22  22 34  34 13  13 6  6 10  10 70  70 70  70 89  89 89  89 14  14 69  69 50  50 87
40 13  13 77  77 5  5 3  3 88  88 72  72 38  38 6  6 58  58 11  11 53  53 44  44 9  9 77  77 62  62 95  95 3  3 9  9 81  81 12  12 48  48 20  20 2  2 29  29 66  66 23  23 51  51 61  61 11  11 20  20 5  5 69  69 71  71 96  96 54  54 58  58 92  92 33  33 79  79 71  71 65  65 65  65 8  8 77  77 78  78 80  80 24  24 50  50 43  43 76

40 13  13 77  77 5  5 3  3 88  88 72  72 38  38 6  6 58  58 11  11 53  53 44  44 9  9 77  77 62  62 95  95 3  3 9  9 81  81 12  12 48  48 20  20 2  2 29  29 66  66 23  23 51  51 61  61 11  11 20  20 5  5 69  69 71  71 96  96 54  54 58  58 92  92 33  33 79  79 71  71 65  65 65  65 8  8 77  77 78  78 80  80 24  24 50  50 43  43 76
85 94  94 79  79 36  36 44  44 65  65 75  75 55  55 40  40 91  91 46  46 4  4 34  34 10  10 32  32 95  95 68  68 42  42 82  82 74  74 49  49 44  44 45  45 50  50 52  52 87  87 61  61 76  76 23  23 53  53 50  50 88  88 32  32 20  20 27  27 55  55 50  50 13  13 69  69 13  13 56  56 76  76 83  83 57  57 98  98 83  83 54  54 60  60 16  16 39  39 71

85 94  94 79  79 36  36 44  44 65  65 75  75 55  55 40  40 91  91 46  46 4  4 34  34 10  10 32  32 95  95 68  68 42  42 82  82 74  74 49  49 44  44 45  45 50  50 52  52 87  87 61  61 76  76 23  23 53  53 50  50 88  88 32  32 20  20 27  27 55  55 50  50 13  13 69  69 13  13 56  56 76  76 83  83 57  57 98  98 83  83 54  54 60  60 16  16 39  39 71
2 75  75 86  86 25  25 58  58 69  69 96  96 86  86 58  58 10  10 83  83 10  10 59  59 4  4 46  46 99  99 36  36 50  50 51  51 55  55 45  45 31  31 97  97 85  85 82  82 85  85 43  43 89  89 16  16 20  20 95  95 84  84 40  40 45  45 19  19 55  55 82  82 19  19 73  73 45  45 3  3 65  65 90  90 46  46 47  47 19  19 18  18 59  59 3  3 33  33 70

2 75  75 86  86 25  25 58  58 69  69 96  96 86  86 58  58 10  10 83  83 10  10 59  59 4  4 46  46 99  99 36  36 50  50 51  51 55  55 45  45 31  31 97  97 85  85 82  82 85  85 43  43 89  89 16  16 20  20 95  95 84  84 40  40 45  45 19  19 55  55 82  82 19  19 73  73 45  45 3  3 65  65 90  90 46  46 47  47 19  19 18  18 59  59 3  3 33  33 70
52 77  77 76  76 21  21 45  45 35  35 33  33 54  54 92  92 74  74 57  57 84  84 88  88 48  48 11  11 62  62 70  70 81  81 43  43 22  22 75  75 67  67 93  93 7  7 65  65 95  95 14  14 37  37 38  38 32  32 56  56 54  54 15  15 36  36 18  18 89  89 71  71 18  18 85  85 6  6 38  38 72  72 67  67 27  27 44  44 23  23 95  95 32  32 76  76 95  95 87

52 77  77 76  76 21  21 45  45 35  35 33  33 54  54 92  92 74  74 57  57 84  84 88  88 48  48 11  11 62  62 70  70 81  81 43  43 22  22 75  75 67  67 93  93 7  7 65  65 95  95 14  14 37  37 38  38 32  32 56  56 54  54 15  15 36  36 18  18 89  89 71  71 18  18 85  85 6  6 38  38 72  72 67  67 27  27 44  44 23  23 95  95 32  32 76  76 95  95 87
20 56  56 51  51 76  76 89  89 30  30 18  18 37  37 36  36 87  87 2  2 27  27 55  55 95  95 77  77 20  20 17  17 22  22 3  3 72  72 44  44 49  49 95  95 22  22 32  32 11  11 24  24 77  77 52  52 74  74 22  22 26  26 30  30 51  51 72  72 4  4 69  69 49  49 37  37 81  81 36  36 25  25 45  45 48  48 8  8 24  24 83  83 40  40 65  65 63  63 37

20 56  56 51  51 76  76 89  89 30  30 18  18 37  37 36  36 87  87 2  2 27  27 55  55 95  95 77  77 20  20 17  17 22  22 3  3 72  72 44  44 49  49 95  95 22  22 32  32 11  11 24  24 77  77 52  52 74  74 22  22 26  26 30  30 51  51 72  72 4  4 69  69 49  49 37  37 81  81 36  36 25  25 45  45 48  48 8  8 24  24 83  83 40  40 65  65 63  63 37
47 39  39 84  84 93  93 8  8 11  11 67  67 11  11 67  67 2  2 86  86 93  93 52  52 34  34 9  9 43  43 53  53 86  86 29  29 34  34 12  12 49  49 32  32 66  66 87  87 36  36 38  38 67  67 65  65 95  95 95  95 66  66 14  14 23  23 21  21 5  5 96  96 32  32 61  61 5  5 91  91 18  18 1  1 66  66 8  8 22  22 90  90 65  65 78  78 22  22 99

47 39  39 84  84 93  93 8  8 11  11 67  67 11  11 67  67 2  2 86  86 93  93 52  52 34  34 9  9 43  43 53  53 86  86 29  29 34  34 12  12 49  49 32  32 66  66 87  87 36  36 38  38 67  67 65  65 95  95 95  95 66  66 14  14 23  23 21  21 5  5 96  96 32  32 61  61 5  5 91  91 18  18 1  1 66  66 8  8 22  22 90  90 65  65 78  78 22  22 99
47 50  50 65  65 41  41 85  85 39  39 45  45 74  74 89  89 12  12 4  4 19  19 98  98 22  22 41  41 60  60 86  86 64  64 5  5 44  44 93  93 60  60 42  42 75  75 24  24 89  89 31  31 82  82 94  94 84  84 30  30 47  47 69  69 88  88 97  97 51  51 40  40 46  46 79  79 26  26 73  73 10  10 72  72 34  34 81  81 12  12 24  24 16  16 71  71 63  63 64
