40 62  62 77  77 15  15 5  5 13  13 39  39 8  8 93  93 61  61 38  38 87  87 36  36 63  63 68  68 76  76 82  82 39  39 75  75 93  93 2  2 8  8 91  91 35  35 62  62 59  59 31  31 1  1 14  14 37  37 58  58 34  34 82  82 16  16 70  70 85  85 59  59 1  1 5  5 60  60 47  47 43  43 87  87 84  84 22  22 3  3 21  21 73  73 30  30 95  95 10
32 97  97 1  1 26  26 69  69 88  88 82  82 34  34 9  9 56  56 27  27 83  83 12  12 47  47 2  2 25  25 48  48 88  88 99  99 10  10 35  35 39  39 14  14 74  74 7  7 65  65 10  10 17  17 17  17 27  27 74  74 68  68 15  15 70  70 97  97 78  78 70  70 3  3 56  56 23  23 59  59 82  82 15  15 92  92 92  92 31  31 20  20 22  22 93  93 50  50 1
22 61  61 72  72 44  44 6  6 79  79 39  39 31  31 35  35 69  69 25  25 88  88 73  73 52  52 4  4 47  47 25  25 38  38 61  61 8  8 83  83 28  28 43  43 37  37 56  56 76  76 95  95 61  61 10  10 78  78 36  36 26  26 2  2 96  96 1  1 37  37 87  87 94  94 64  64 14  14 90  90 74  74 51  51 84  84 57  57 50  50 53  53 36  36 36  36 34  34 45

22 61  61 72  72 44  44 6  6 79  79 39  39 31  31 35  35 69  69 25  25 88  88 73  73 52  52 4  4 47  47 25  25 38  38 61  61 8  8 83  83 28  28 43  43 37  37 56  56 76  76 95  95 61  61 10  10 78  78 36  36 26  26 2  2 96  96 1  1 37  37 87  87 94  94 64  64 14  14 90  90 74  74 51  51 84  84 57  57 50  50 53  53 36  36 36  36 34  34 45
3 38  38 98  98 39  39 67  67 80  80 37  37 88  88 57  57 64  64 77  77 2  2 8  8 97  97 3  3 6  6 3  3 89  89 36  36 67  67 8  8 96  96 99  99 91  91 89  89 47  47 26  26 43  43 88  88 58  58 22  22 65  65 58  58 36  36 54  54 42  42 34  34 21  21 92  92 63  63 58  58 35  35 26  26 71  71 37  37 27  27 43  43 98  98 77  77 91  91 31

3 38  38 98  98 39  39 67  67 80  80 37  37 88  88 57  57 64  64 77  77 2  2 8  8 97  97 3  3 6  6 3  3 89  89 36  36 67  67 8  8 96  96 99  99 91  91 89  89 47  47 26  26 43  43 88  88 58  58 22  22 65  65 58  58 36  36 54  54 42  42 34  34 21  21 92  92 63  63 58  58 35  35 26  26 71  71 37  37 27  27 43  43 98  98 77  77 91  91 31
5 35  35 95  95 64  64 60  60 81  81 80  80 42  42 76  76 27  27 91  91 53  53 14  14 73  73 44  44 74  74 15  15 70  70 52  52 20  20 62  62 89  89 75  75 8  8 9  9 92  92 9  9 61  61 62  62 40  40 33  33 43  43 67  67 46  46 24  24 22  22 87  87 66  66 6  6 97  97 36  36 44  44 14  14 5  5 90  90 46  46 69  69 25  25 8  8 99  99 29

5 35  35 95  95 64  64 60  60 81  81 80  80 42  42 76  76 27  27 91  91 53  53 14  14 73  73 44  44 74  74 15  15 70  70 52  52 20  20 62  62 89  89 75  75 8  8 9  9 92  92 9  9 61  61 62  62 40  40 33  33 43  43 67  67 46  46 24  24 22  22 87  87 66  66 6  6 97  97 36  36 44  44 14  14 5  5 90  90 46  46 69  69 25  25 8  8 99  99 29
84 70  70 60  60 45  45 34  34 47  47 54  54 88  88 10  10 71  71 90  90 79  79 79  79 14  14 48  48 92  92 68  68 18  18 84  84 72  72 34  34 51  51 51  51 76  76 64  64 47  47 66  66 14  14 65  65 91  91 16  16 64  64 55  55 71  71 72  72 63  63 41  41 65  65 97  97 11  11 95  95 23  23 84  84 51  51 20  20 4  4 98  98 69  69 63  63 63  63 31

84 70  70 60  60 45  45 34  34 47  47 54  54 88  88 10  10 71  71 90  90 79  79 79  79 14  14 48  48 92  92 68  68 18  18 84  84 72  72 34  34 51  51 51  51 76  76 64  64 47  47 66  66 14  14 65  65 91  91 16  16 64  64 55  55 71  71 72  72 63  63 41  41 65  65 97  97 11  11 95  95 23  23 84  84 51  51 20  20 4  4 98  98 69  69 63  63 63  63 31
18 13  13 45  45 83  83 79  79 26  26 62  62 31  31 98  98 29  29 95  95 9  9 45  45 4  4 72  72 55  55 26  26 95  95 65  65 97  97 79  79 22  22 76  76 12  12 66  66 37  37 27  27 84  84 49  49 55  55 72  72 44  44 17  17 49  49 86  86 17  17 49  49 89  89 10  10 47  47 52  52 3  3 35  35 7  7 15  15 31  31 93  93 45  45 93  93 84  84 23

18 13  13 45  45 83  83 79  79 26  26 62  62 31  31 98  98 29  29 95  95 9  9 45  45 4  4 72  72 55  55 26  26 95  95 65  65 97  97 79  79 22  22 76  76 12  12 66  66 37  37 27  27 84  84 49  49 55  55 72  72 44  44 17  17 49  49 86  86 17  17 49  49 89  89 10  10 47  47 52  52 3  3 35  35 7  7 15  15 31  31 93  93 45  45 93  93 84  84 23
30 82  82 85  85 15  15 85  85 70  70 3  3 70  70 87  87 3  3 47  47 37  37 23  23 64  64 81  81 9  9 13  13 33  33 39  39 20  20 54  54 16  16 12  12 3  3 66  66 12  12 29  29 35  35 36  36 29  29 32  32 77  77 32  32 63  63 35  35 33  33 11  11 22  22 5  5 29  29 87  87 36  36 31  31 98  98 7  7 47  47 13  13 7  7 56  56 63  63 56

30 82  82 85  85 15  15 85  85 70  70 3  3 70  70 87  87 3  3 47  47 37  37 23  23 64  64 81  81 9  9 13  13 33  33 39  39 20  20 54  54 16  16 12  12 3  3 66  66 12  12 29  29 35  35 36  36 29  29 32  32 77  77 32  32 63  63 35  35 33  33 11  11 22  22 5  5 29  29 87  87 36  36 31  31 98  98 7  7 47  47 13  13 7  7 56  56 63  63 56
23 80  80 53  53 87  87 68  68 30  30 20  20 3  3 27  27 7  7 57  57 72  72 91  91 67  67 34  34 3  3 58  58 6  6 6  6 34  34 6  6 40  40 84  84 72  72 48  48 6  6 23  23 20  20 81  81 66  66 9  9 42  42 50  50 27  27 33  33 67  67 34  34 61  61 21  21 13  13 82  82 13  13 57  57 54  54 12  12 78  78 73  73 95  95 76  76 89  89 24

23 80  80 53  53 87  87 68  68 30  30 20  20 3  3 27  27 7  7 57  57 72  72 91  91 67  67 34  34 3  3 58  58 6  6 6  6 34  34 6  6 40  40 84  84 72  72 48  48 6  6 23  23 20  20 81  81 66  66 9  9 42  42 50  50 27  27 33  33 67  67 34  34 61  61 21  21 13  13 82  82 13  13 57  57 54  54 12  12 78  78 73  73 95  95 76  76 89  89 24
2 40  40 63  63 62  62 49  49 93  93 15  15 54  54 62  62 88  88 28  28 47  47 45  45 14  14 59  59 4  4 34  34 88  88 99  99 4  4 43  43 51  51 86  86 87  87 1  1 5  5 7  7 12  12 81  81 97  97 12  12 28  28 74  74 96  96 10  10 69  69 50  50 22  22 14  14 81  81 71  71 20  20 63  63 8  8 67  67 16  16 43  43 17  17 84  84 68  68 33

2 40  40 63  63 62  62 49  49 93  93 15  15 54  54 62  62 88  88 28  28 47  47 45  45 14  14 59  59 4  4 34  34 88  88 99  99 4  4 43  43 51  51 86  86 87  87 1  1 5  5 7  7 12  12 81  81 97  97 12  12 28  28 74  74 96  96 10  10 69  69 50  50 22  22 14  14 81  81 71  71 20  20 63  63 8  8 67  67 16  16 43  43 17  17 84  84 68  68 33
40 91  91 67  67 24  24 54  54 58  58 47  47 37  37 69  69 72  72 20  20 84  84 34  34 22  22 65  65 53  53 82  82 9  9 91  91 59  59 7  7 68  68 13  13 1  1 46  46 41  41 97  97 49  49 21  21 69  69 44  44 57  57 18  18 30  30 31  31 64  64 34  34 51  51 13  13 24  24 69  69 76  76 49  49 17  17 2  2 54  54 65  65 64  64 29  29 85  85 50

40 91  91 67  67 24  24 54  54 58  58 47  47 37  37 69  69 72  72 20  20 84  84 34  34 22  22 65  65 53  53 82  82 9  9 91  91 59  59 7  7 68  68 13  13 1  1 46  46 41  41 97  97 49  49 21  21 69  69 44  44 57  57 18  18 30  30 31  31 64  64 34  34 51  51 13  13 24  24 69  69 76  76 49  49 17  17 2  2 54  54 65  65 64  64 29  29 85  85 50
33 52  52 10  10 98  98 65  65 65  65 73  73 73  73 66  66 58  58 37  37 86  86 95  95 97  97 35  35 82  82 94  94 58  58 65  65 59  59 76  76 40  40 71  71 42  42 48  48 16  16 36  36 35  35 58  58 89  89 80  80 33  33 19  19 76  76 1  1 3  3 14  14 95  95 56  56 11  11 64  64 38  38 25  25 80  80 84  84 53  53 58  58 11  11 60  60 73  73 70

33 52  52 10  10 98  98 65  65 65  65 73  73 73  73 66  66 58  58 37  37 86  86 95  95 97  97 35  35 82  82 94  94 58  58 65  65 59  59 76  76 40  40 71  71 42  42 48  48 16  16 36  36 35  35 58  58 89  89 80  80 33  33 19  19 76  76 1  1 3  3 14  14 95  95 56  56 11  11 64  64 38  38 25  25 80  80 84  84 53  53 58  58 11  11 60  60 73  73 70
47 71  71 98  98 84  84 55  55 28  28 5  5 84  84 73  73 97  97 48  48 67  67 57  57 62  62 7  7 85  85 63  63 81  81 68  68 97  97 83  83 4  4 58  58 6  6 49  49 36  36 65  65 14  14 68  68 18  18 58  58 28  28 65  65 37  37 58  58 73  73 62  62 28  28 55  55 71  71 36  36 54  54 88  88 59  59 46  46 59  59 55  55 5  5 90  90 67  67 53

47 71  71 98  98 84  84 55  55 28  28 5  5 84  84 73  73 97  97 48  48 67  67 57  57 62  62 7  7 85  85 63  63 81  81 68  68 97  97 83  83 4  4 58  58 6  6 49  49 36  36 65  65 14  14 68  68 18  18 58  58 28  28 65  65 37  37 58  58 73  73 62  62 28  28 55  55 71  71 36  36 54  54 88  88 59  59 46  46 59  59 55  55 5  5 90  90 67  67 53
81 23  23 37  37 41  41 39  39 71  71 16  16 34  34 75  75 76  76 51  51 82  82 48  48 58  58 35  35 31  31 4  4 11  11 16  16 34  34 46  46 18  18 35  35 49  49 64  64 70  70 33  33 35  35 63  63 75  75 89  89 81  81 1  1 9  9 29  29 93  93 67  67 41  41 14  14 2  2 49  49 60  60 46  46 87  87 31  31 9  9 80  80 90  90 88  88 79  79 94

81 23  23 37  37 41  41 39  39 71  71 16  16 34  34 75  75 76  76 51  51 82  82 48  48 58  58 35  35 31  31 4  4 11  11 16  16 34  34 46  46 18  18 35  35 49  49 64  64 70  70 33  33 35  35 63  63 75  75 89  89 81  81 1  1 9  9 29  29 93  93 67  67 41  41 14  14 2  2 49  49 60  60 46  46 87  87 31  31 9  9 80  80 90  90 88  88 79  79 94
22 34  34 18  18 62  62 26  26 98  98 85  85 19  19 97  97 21  21 64  64 22  22 44  44 94  94 19  19 64  64 59  59 44  44 98  98 41  41 47  47 40  40 58  58 56  56 68  68 83  83 54  54 57  57 61  61 25  25 82  82 82  82 81  81 11  11 13  13 99  99 45  45 37  37 42  42 87  87 15  15 35  35 22  22 93  93 1  1 40  40 54  54 3  3 28  28 31  31 98

22 34  34 18  18 62  62 26  26 98  98 85  85 19  19 97  97 21  21 64  64 22  22 44  44 94  94 19  19 64  64 59  59 44  44 98  98 41  41 47  47 40  40 58  58 56  56 68  68 83  83 54  54 57  57 61  61 25  25 82  82 82  82 81  81 11  11 13  13 99  99 45  45 37  37 42  42 87  87 15  15 35  35 22  22 93  93 1  1 40  40 54  54 3  3 28  28 31  31 98
75 55  55 44  44 86  86 77  77 6  6 16  16 83  83 76  76 67  67 59  59 67  67 4  4 37  37 12  12 26  26 7  7 78  78 64  64 64  64 5  5 7  7 75  75 10  10 98  98 95  95 13  13 44  44 74  74 17  17 83  83 16  16 96  96 61  61 12  12 38  38 48  48 47  47 8  8 72  72 90  90 51  51 15  15 69  69 84  84 11  11 31  31 90  90 35  35 66  66 93

75 55  55 44  44 86  86 77  77 6  6 16  16 83  83 76  76 67  67 59  59 67  67 4  4 37  37 12  12 26  26 7  7 78  78 64  64 64  64 5  5 7  7 75  75 10  10 98  98 95  95 13  13 44  44 74  74 17  17 83  83 16  16 96  96 61  61 12  12 38  38 48  48 47  47 8  8 72  72 90  90 51  51 15  15 69  69 84  84 11  11 31  31 90  90 35  35 66  66 93
69 85  85 6  6 42  42 17  17 85  85 29  29 39  39 57  57 6  6 31  31 49  49 10  10 7  7 35  35 44  44 11  11 75  75 87  87 48  48 88  88 55  55 60  60 36  36 2  2 73  73 87  87 87  87 58  58 75  75 50  50 37  37 53  53 73  73 93  93 64  64 10  10 54  54 7  7 64  64 93  93 34  34 91  91 85  85 41  41 92  92 61  61 19  19 12  12 34  34 76

69 85  85 6  6 42  42 17  17 85  85 29  29 39  39 57  57 6  6 31  31 49  49 10  10 7  7 35  35 44  44 11  11 75  75 87  87 48  48 88  88 55  55 60  60 36  36 2  2 73  73 87  87 87  87 58  58 75  75 50  50 37  37 53  53 73  73 93  93 64  64 10  10 54  54 7  7 64  64 93  93 34  34 91  91 85  85 41  41 92  92 61  61 19  19 12  12 34  34 76
23 10  10 41  41 99  99 78  78 4  4 88  88 42  42 1  1 31  31 78  78 74  74 59  59 62  62 86  86 1  1 58  58 63  63 21  21 40  40 54  54 54  54 16  16 80  80 47  47 51  51 39  39 95  95 19  19 54  54 9  9 24  24 89  89 90  90 8  8 34  34 12  12 70  70 47  47 29  29 98  98 24  24 38  38 67  67 59  59 25  25 90  90 72  72 66  66 69  69 82
